beat_idx,r_sample_100hz,qrson_sample_100hz,tpeak_sample_100hz,toff_sample_100hz,t_s,t_rel_peak_s,phase,rr_ms,qt_ms,tamp_mv,rr_ms_smooth,qt_ms_smooth,tamp_mv_smooth
1515,91694,91690,91724,91728,916.94,316.94,recovery,654,380,0.17706,667.95,382.98,0.22182
1516,91759,91756,91789,91793,917.592,317.592,recovery,652,372,0.19505,667.95,383.56,0.22257
1517,91825,91822,91855,91859,918.254,318.254,recovery,662,368,0.2346,668.05,382.93,0.2225
1518,91892,91889,91922,91930,918.924,318.924,recovery,670,406,0.26636,668.54,382.78,0.22197
1519,91961,91957,91990,91999,919.608,319.608,recovery,684,416,0.21562,668.83,383.61,0.22061
1520,92029,92025,92059,92065,920.288,320.288,recovery,680,394,0.25287,668.88,383.76,0.21811
1521,92096,92093,92126,92131,920.96,320.96,recovery,672,386,0.23642,668.78,384.1,0.21628
1522,92163,92160,92193,92198,921.632,321.632,recovery,672,386,0.24125,668.93,384.34,0.2155
1523,92230,92227,92260,92267,922.304,322.304,recovery,672,398,0.21162,668.78,384.73,0.2151
1524,92297,92293,92327,92330,922.968,322.968,recovery,664,368,0.16245,668.59,385.27,0.2146
1525,92362,92359,92392,92398,923.624,323.624,recovery,656,394,0.20205,668.44,385.85,0.21316
1526,92428,92425,92459,92465,924.284,324.284,recovery,660,396,0.16111,668.29,386.39,0.2126
1527,92494,92491,92524,92530,924.944,324.944,recovery,660,386,0.25855,668.29,387.27,0.21187
1528,92561,92558,92591,92597,925.61,325.61,recovery,666,394,0.21855,668.44,386.24,0.21083
1529,92627,92624,92658,92661,926.274,326.274,recovery,664,370,0.17229,668.44,387.27,0.20996
1530,92693,92690,92724,92728,926.934,326.934,recovery,660,380,0.19687,668.44,387.32,0.21107
1531,92760,92756,92789,92794,927.596,327.596,recovery,662,378,0.24362,668.39,387.12,0.21125
1532,92826,92823,92856,92863,928.262,328.262,recovery,666,404,0.2165,668.49,387.85,0.21204
1533,92893,92890,92923,92928,928.93,328.93,recovery,668,382,0.21635,668.29,388.44,0.21569
1534,92960,92957,92991,92993,929.6,329.6,recovery,670,368,0.19205,668.2,388.54,0.21994
1535,93027,93023,93057,93063,930.266,330.266,recovery,666,400,0.21152,668.34,388.73,0.22404
1536,93094,93090,93124,93129,930.938,330.938,recovery,672,382,0.22333,668.29,388.44,0.2243
1537,93161,93157,93191,93195,931.608,331.608,recovery,670,378,0.19849,668.29,388.49,0.2233
1538,93229,93225,93259,93264,932.286,332.286,recovery,678,384,0.22169,668,388.63,0.22281
1539,93296,93292,93326,93332,932.958,332.958,recovery,672,400,0.19932,667.51,388.2,0.22167
1540,93362,93359,93393,93398,933.624,333.624,recovery,666,384,0.17209,666.78,387.12,0.22313
1541,93428,93425,93459,93463,934.284,334.284,recovery,660,380,0.1516,666.34,387.12,0.22375
1542,93495,93491,93524,93530,934.948,334.948,recovery,664,388,0.18556,666.29,387.17,0.22316
1543,93561,93558,93591,93597,935.61,335.61,recovery,662,396,0.18811,666.1,387.07,0.22145
1544,93627,93624,93658,93663,936.272,336.272,recovery,662,386,0.19773,665.9,386.68,0.22099
1545,93694,93691,93725,93730,936.94,336.94,recovery,668,392,0.1752,666,387.02,0.22266
1546,93762,93758,93792,93797,937.616,337.616,recovery,676,390,0.21361,666.24,386.93,0.22328
1547,93830,93827,93860,93868,938.3,338.3,recovery,684,414,0.24271,666.29,386,0.22275
1548,93899,93896,93929,93932,938.988,338.988,recovery,688,360,0.25969,666.24,386.1,0.22013
1549,93967,93964,93997,94006,939.674,339.674,recovery,686,422,0.2273,666.05,386.44,0.21931
1550,94035,94032,94065,94070,940.354,340.354,recovery,680,376,0.30032,665.95,386.39,0.22148
1551,94103,94100,94133,94137,941.03,341.03,recovery,676,372,0.22595,665.95,386.34,0.22321
1552,94170,94167,94200,94208,941.7,341.7,recovery,670,408,0.24122,665.85,386.63,0.22051
1553,94236,94233,94267,94275,942.358,342.358,recovery,658,420,0.3789,665.51,386.24,0.2197
1554,94302,94299,94332,94336,943.022,343.022,recovery,664,376,0.36232,665.12,386.44,0.22052
1555,94369,94365,94399,94406,943.688,343.688,recovery,666,404,0.33771,664.83,387.32,0.22148
1556,94434,94431,94465,94467,944.34,344.34,recovery,652,368,0.18794,664.73,387.17,0.22194
1557,94499,94496,94530,94533,944.992,344.992,recovery,652,374,0.15372,664.73,387.37,0.22112
1558,94564,94561,94595,94598,945.642,345.642,recovery,650,374,0.21447,664.93,388.1,0.21964
1559,94629,94626,94660,94665,946.292,346.292,recovery,650,388,0.21976,664.88,388.2,0.21824
1560,94695,94691,94725,94728,946.946,346.946,recovery,654,372,0.27563,665.12,388.15,0.21868
1561,94761,94757,94791,94797,947.608,347.608,recovery,662,394,0.2781,665.61,387.85,0.21988
1562,94828,94824,94858,94863,948.278,348.278,recovery,670,388,0.21244,666.24,388.49,0.21997
1563,94894,94891,94925,94929,948.942,348.942,recovery,664,382,0.17119,666.68,388.83,0.21896
1564,94961,94957,94991,94995,949.606,349.606,recovery,664,382,0.19248,667.12,388.73,0.21817
1565,95027,95024,95059,95062,950.274,350.274,recovery,668,382,0.23116,667.66,388.54,0.21942
1566,95094,95091,95125,95130,950.94,350.94,recovery,666,390,0.22726,668.29,388.05,0.22132
1567,95160,95157,95190,95193,951.602,351.602,recovery,662,358,0.13932,668.83,388.34,0.22223
1568,95226,95223,95257,95262,952.26,352.26,recovery,658,390,0.15107,669.37,387.37,0.22098
1569,95292,95288,95322,95329,952.918,352.918,recovery,658,408,0.18527,669.56,388.73,0.21879
1570,95358,95355,95389,95392,953.578,353.578,recovery,660,368,0.26125,669.71,388,0.21904
1571,95424,95420,95454,95458,954.238,354.238,recovery,660,378,0.26751,670.05,388.24,0.21664
1572,95490,95486,95521,95525,954.896,354.896,recovery,658,390,0.13312,670.49,389.37,0.21612
1573,95555,95551,95586,95590,955.548,355.548,recovery,652,388,0.18311,671.07,389.56,0.21429
1574,95620,95617,95651,95656,956.2,356.2,recovery,652,390,0.25016,671.95,389.56,0.20826
1575,95686,95682,95717,95723,956.858,356.858,recovery,658,404,0.2314,672.54,389.66,0.20371
1576,95752,95749,95783,95788,957.52,357.52,recovery,662,394,0.23038,673.22,388.93,0.19849
1577,95819,95816,95850,95855,958.192,358.192,recovery,672,390,0.18952,674.24,389.61,0.19652
1578,95887,95884,95918,95924,958.87,358.87,recovery,678,408,0.13773,675.27,389.95,0.19852
1579,95955,95951,95986,95990,959.546,359.546,recovery,676,388,0.1646,676.59,390.63,0.19857
1580,96023,96019,96054,96059,960.228,360.228,recovery,682,398,0.21727,678,390.1,0.19722
1581,96091,96088,96122,96125,960.914,360.914,recovery,686,372,0.22136,679.41,390.73,0.19527
1582,96160,96157,96191,96197,961.6,361.6,recovery,686,406,0.15503,680.63,391.51,0.19484
1583,96228,96225,96260,96265,962.282,362.282,recovery,682,402,0.14413,681.61,391.37,0.1951
1584,96296,96293,96327,96332,962.962,362.962,recovery,680,392,0.15609,682.59,391.56,0.19651
1585,96365,96361,96396,96399,963.646,363.646,recovery,684,378,0.24899,683.32,391.66,0.1967
1586,96434,96431,96465,96468,964.34,364.34,recovery,694,372,0.25305,683.76,392.2,0.19673
1587,96504,96500,96535,96541,965.038,365.038,recovery,698,402,0.25075,683.76,392.05,0.19554
1588,96574,96571,96605,96608,965.744,365.744,recovery,706,374,0.19143,683.8,393.07,0.19722
1589,96644,96640,96675,96682,966.44,366.44,recovery,696,416,0.1701,683.95,393.37,0.19894
1590,96713,96710,96745,96749,967.132,367.132,recovery,692,392,0.23744,684.2,393.66,0.19952
1591,96783,96779,96814,96818,967.826,367.826,recovery,694,386,0.20183,684.49,394.49,0.19896
1592,96852,96849,96883,96890,968.52,368.52,recovery,694,418,0.20449,684.78,394.78,0.19659
1593,96921,96918,96952,96960,969.214,369.214,recovery,694,416,0.16647,684.83,395.71,0.1973
1594,96991,96987,97022,97029,969.908,369.908,recovery,694,420,0.13167,684.93,395.9,0.19766
1595,97060,97056,97091,97094,970.596,370.596,recovery,688,380,0.17552,685.07,396.54,0.19505
1596,97129,97125,97161,97163,971.29,371.29,recovery,694,374,0.124,685.41,396.29,0.19478
1597,97198,97195,97230,97235,971.984,371.984,recovery,694,396,0.10714,685.71,395.95,0.19442
1598,97268,97264,97299,97303,972.678,372.678,recovery,694,388,0.23549,686,396.54,0.19526
1599,97338,97335,97370,97376,973.382,373.382,recovery,704,402,0.21652,686.44,395.66,0.19545
1600,97409,97406,97440,97442,974.09,374.09,recovery,708,366,0.16451,686.78,395.61,0.19481
1601,97480,97477,97511,97517,974.802,374.802,recovery,712,398,0.19563,686.83,395.51,0.19403
1602,97551,97548,97582,97591,975.514,375.514,recovery,712,426,0.26062,686.78,396,0.1946
1603,97622,97619,97653,97657,976.224,376.224,recovery,710,382,0.2232,686.83,396.05,0.19551
1604,97693,97689,97723,97728,976.928,376.928,recovery,704,390,0.22868,686.88,395.46,0.19686
1605,97762,97759,97793,97797,977.622,377.622,recovery,694,386,0.20032,686.88,396.24,0.1981
1606,97831,97827,97862,97868,978.308,378.308,recovery,686,404,0.23259,686.88,397.32,0.19672
1607,97897,97894,97929,97933,978.974,378.974,recovery,666,384,0.17831,686.63,397.22,0.19604
1608,97964,97960,97995,98000,979.638,379.638,recovery,664,400,0.20834,686.29,396.93,0.19514
1609,98030,98027,98061,98067,980.302,380.302,recovery,664,402,0.22151,685.8,397.56,0.19547
1610,98097,98094,98128,98136,980.97,380.97,recovery,668,420,0.20919,685.41,397.41,0.19659
1611,98164,98161,98195,98201,981.642,381.642,recovery,672,402,0.23804,684.93,398.05,0.19507
1612,98231,98228,98263,98267,982.314,382.314,recovery,672,390,0.17063,684.2,397.46,0.195
1613,98297,98294,98329,98337,982.974,382.974,recovery,660,428,0.1622,683.41,396.78,0.19516
1614,98363,98360,98395,98399,983.63,383.63,recovery,656,396,NaN,682.68,396.49,0.19634
1615,98429,98425,98460,98467,984.288,384.288,recovery,658,416,0.14577,682.05,395.95,0.19796
1616,98496,98493,98527,98532,984.96,384.96,recovery,672,394,0.22084,681.51,396.2,0.19786
1617,98563,98560,98595,98598,985.634,385.634,recovery,674,380,0.21568,680.93,396.98,0.19969
1618,98632,98628,98663,98670,986.318,386.318,recovery,684,414,0.22313,680.44,396.78,0.20203
1619,98701,98698,98733,98735,987.014,387.014,recovery,696,372,0.14546,680.15,397.46,0.20134
1620,98770,98767,98802,98806,987.704,387.704,recovery,690,386,0.13915,679.61,397.66,0.20149
1621,98839,98835,98870,98875,988.388,388.388,recovery,684,394,0.18584,678.88,399.12,0.20126
1622,98907,98904,98938,98943,989.072,389.072,recovery,684,392,0.24418,677.71,398.98,0.19963
1623,98976,98973,99007,99013,989.76,389.76,recovery,688,408,0.19152,676.44,398.54,0.19734
1624,99044,99041,99076,99079,990.444,390.444,recovery,684,378,0.19805,675.17,399.12,0.19677
1625,99112,99109,99143,99151,991.124,391.124,recovery,680,424,0.20574,674.15,399.02,0.1958
1626,99181,99177,99212,99220,991.808,391.808,recovery,684,422,0.1939,673.46,399.32,0.19521
1627,99249,99246,99280,99283,992.492,392.492,recovery,684,368,0.22585,672.98,399.41,0.19384
1628,99318,99314,99348,99353,993.176,393.176,recovery,684,390,0.21464,672.83,399.32,0.19411
1629,99386,99383,99417,99423,993.862,393.862,recovery,686,400,0.20466,672.83,399.27,0.19385
1630,99454,99451,99485,99492,994.542,394.542,recovery,680,410,0.21491,672.88,398.83,0.19288
1631,99521,99518,99553,99560,995.214,395.214,recovery,672,418,0.17655,672.73,397.71,0.19145
1632,99588,99584,99619,99621,995.878,395.878,recovery,664,362,0.19919,672.34,397.27,0.18952
1633,99654,99651,99685,99690,996.54,396.54,recovery,662,390,0.21087,671.95,397.22,0.18933
1634,99720,99717,99752,99757,997.204,397.204,recovery,664,404,0.21365,671.9,396.39,0.18961
1635,99787,99784,99819,99824,997.872,397.872,recovery,668,398,0.19623,672,396.29,0.18945
1636,99854,99850,99885,99889,998.538,398.538,recovery,666,390,0.1715,672.2,395.8,0.19028
1637,99921,99917,99952,99958,999.208,399.208,recovery,670,406,0.19726,672.05,396,0.18864
1638,99988,99985,100020,100024,999.882,399.882,recovery,674,388,0.20091,671.85,396.49,0.18748
1639,100056,100053,100088,100095,1000.564,400.564,recovery,682,416,0.20797,671.61,396,0.18691
1640,100125,100121,100156,100162,1001.246,401.246,recovery,682,410,0.22235,671.02,396.54,0.18787
1641,100192,100189,100224,100232,1001.924,401.924,recovery,678,426,0.15537,670.63,396.93,0.18965
1642,100259,100256,100291,100295,1002.588,402.588,recovery,664,392,0.13045,670.54,396.73,0.18955
1643,100325,100321,100357,100362,1003.248,403.248,recovery,660,408,0.16909,670.44,396.93,0.18737
1644,100391,100387,100422,100428,1003.906,403.906,recovery,658,406,0.20048,670.24,396.78,0.1863
1645,100457,100453,100488,100492,1004.568,404.568,recovery,662,386,0.18979,670.24,397.17,0.18454
1646,100523,100520,100555,100560,1005.234,405.234,recovery,666,398,0.17679,670.54,396.63,0.18115
1647,100590,100587,100622,100627,1005.9,405.9,recovery,666,408,0.17762,670.73,395.85,0.18077
1648,100656,100653,100688,100691,1006.56,406.56,recovery,660,380,0.18903,671.17,396.29,0.18
1649,100722,100719,100754,100759,1007.224,407.224,recovery,664,398,0.19817,671.76,396.54,0.18063
1650,100789,100786,100821,100824,1007.89,407.89,recovery,666,384,0.18258,672.44,396.83,0.18015
1651,100855,100852,100887,100889,1008.552,408.552,recovery,662,374,0.1518,672.88,396.49,0.17874
1652,100921,100918,100954,100956,1009.208,409.208,recovery,656,384,0.16092,673.41,396.2,0.17834
1653,100986,100983,101018,101022,1009.864,409.864,recovery,656,388,0.16289,674.24,396.98,0.17718
1654,101052,101049,101084,101088,1010.522,410.522,recovery,658,394,0.17363,675.27,397.12,0.17639
1655,101118,101115,101150,101154,1011.182,411.182,recovery,660,392,0.18286,676.59,397.22,0.17514
1656,101185,101182,101216,101221,1011.848,411.848,recovery,666,396,0.18002,677.85,397.32,0.17377
1657,101251,101248,101283,101288,1012.514,412.514,recovery,666,402,0.1535,679.02,397.32,0.17377
1658,101318,101315,101350,101355,1013.18,413.18,recovery,666,400,0.16802,680.29,396.98,0.1743
1659,101385,101382,101417,101421,1013.854,413.854,recovery,674,394,0.20002,681.46,397.32,0.17454
1660,101453,101449,101485,101489,1014.526,414.526,recovery,672,394,0.18469,682.44,397.22,0.17275
1661,101520,101517,101551,101557,1015.2,415.2,recovery,674,402,0.21209,683.12,396.63,0.17038
1662,101588,101585,101620,101623,1015.88,415.88,recovery,680,386,0.18191,683.71,396.24,0.17091
1663,101656,101653,101687,101693,1016.56,416.56,recovery,680,400,0.15463,684.68,396.59,0.17236
1664,101724,101721,101756,101761,1017.24,417.24,recovery,680,402,0.14762,685.76,396.83,0.17307
1665,101792,101789,101824,101828,1017.924,417.924,recovery,684,394,0.12582,686.98,396.59,0.17227
1666,101862,101858,101894,101898,1018.616,418.616,recovery,692,402,0.06698,687.85,396.63,0.17195
1667,101931,101927,101963,101966,1019.308,419.308,recovery,692,390,0.17804,688.54,396.59,0.17167
1668,102001,101998,102033,102036,1020.01,420.01,recovery,702,386,0.19443,689.22,395.76,0.17175
1669,102072,102068,102104,102108,1020.718,420.718,recovery,708,400,0.24041,689.85,396.93,0.17124
1670,102143,102140,102175,102181,1021.432,421.432,recovery,714,412,0.18516,690.24,396.93,0.17095
1671,102213,102210,102245,102249,1022.13,422.13,recovery,698,396,0.15694,690.54,397.12,0.17111
1672,102282,102279,102314,102320,1022.824,422.824,recovery,694,406,0.16038,690.93,397.51,0.17159
1673,102352,102349,102384,102388,1023.522,423.522,recovery,698,394,0.15161,691.46,398.59,0.17101
1674,102423,102419,102455,102459,1024.226,424.226,recovery,704,396,0.17845,691.95,398.68,0.17104
1675,102494,102491,102527,102532,1024.944,424.944,recovery,718,408,0.16247,692.34,398.59,0.17261
1676,102566,102563,102598,102603,1025.664,425.664,recovery,720,402,0.14005,692.88,398.93,0.1732
1677,102638,102634,102670,102673,1026.378,426.378,recovery,714,390,0.17123,693.07,399.46,0.17358
1678,102710,102707,102742,102746,1027.1,427.1,recovery,722,392,0.2191,692.98,399.32,0.17498
1679,102782,102779,102814,102819,1027.822,427.822,recovery,722,402,0.21089,692.78,399.12,0.17456
1680,102854,102851,102886,102892,1028.544,428.544,recovery,722,412,0.13446,692.2,399.07,0.17453
1681,102925,102922,102958,102960,1029.254,429.254,recovery,710,386,0.12538,691.76,399.71,0.17422
1682,102996,102992,103027,103033,1029.956,429.956,recovery,702,410,0.17691,691.37,400.34,0.17349
1683,103066,103062,103098,103103,1030.66,430.66,recovery,704,406,0.18977,691.07,400.59,0.17461
1684,103136,103133,103168,103175,1031.364,431.364,recovery,704,418,0.1984,691.02,401.17,0.17653
1685,103207,103204,103240,103243,1032.072,432.072,recovery,708,396,0.16742,691.22,401.22,0.17616
1686,103277,103274,103309,103312,1032.77,432.77,recovery,698,388,0.17684,691.22,400.98,0.17682
1687,103346,103343,103378,103382,1033.464,433.464,recovery,694,396,0.16525,691.12,400.93,0.18004
1688,103416,103412,103447,103450,1034.158,434.158,recovery,694,374,0.18087,691.17,401.32,0.1804
1689,103484,103481,103516,103524,1034.844,434.844,recovery,686,428,0.16806,690.88,402.05,0.18061
1690,103552,103549,103585,103589,1035.524,435.524,recovery,680,398,0.18665,690.39,401.8,0.17819
1691,103620,103617,103652,103656,1036.202,436.202,recovery,678,392,0.18907,689.51,401.46,0.17742
1692,103688,103685,103720,103724,1036.88,436.88,recovery,678,390,0.17122,689.02,401.76,0.17781
1693,103756,103752,103788,103795,1037.558,437.558,recovery,678,428,0.13744,688.63,401.8,0.17928
1694,103823,103820,103855,103859,1038.234,438.234,recovery,676,392,0.16379,688.29,401.95,0.1802
1695,103891,103888,103923,103927,1038.908,438.908,recovery,674,390,0.23835,687.8,402.2,0.17906
1696,103959,103956,103991,103996,1039.59,439.59,recovery,682,406,0.20675,686.83,402.24,0.1785
1697,104026,104023,104058,104065,1040.264,440.264,recovery,674,418,0.19585,686,401.8,0.17985
1698,104093,104089,104125,104129,1040.926,440.926,recovery,662,396,0.21078,685.51,402.44,0.17962
1699,104158,104155,104190,104194,1041.584,441.584,recovery,658,392,0.15097,684.68,402.93,0.17732
1700,104223,104220,104255,104259,1042.234,442.234,recovery,650,392,0.19856,683.85,403.27,0.17783
1701,104289,104285,104321,104327,1042.888,442.888,recovery,654,420,0.17212,683.17,402.78,0.1784
1702,104355,104351,104386,104394,1043.546,443.546,recovery,658,428,0.18224,682.98,403.27,0.18117
1703,104421,104418,104453,104458,1044.214,444.214,recovery,668,396,0.22772,683.07,402.68,0.18206
1704,104489,104486,104521,104528,1044.892,444.892,recovery,678,424,0.23338,683.37,402.73,0.1828
1705,104558,104555,104590,104595,1045.58,445.58,recovery,688,404,0.13243,683.51,402.34,0.18286
1706,104626,104623,104658,104661,1046.264,446.264,recovery,684,384,0.15284,683.12,402.88,0.1836
1707,104695,104692,104727,104732,1046.952,446.952,recovery,688,400,0.19903,682.83,403.46,0.18437
1708,104765,104761,104796,104802,1047.646,447.646,recovery,694,406,0.19258,682.54,403.27,0.18594
1709,104834,104830,104865,104872,1048.336,448.336,recovery,690,416,0.20338,682.1,403.85,0.18479
1710,104902,104899,104935,104938,1049.024,449.024,recovery,688,390,0.141,681.76,403.41,0.18549
1711,104970,104967,105002,105007,1049.702,449.702,recovery,678,398,0.15373,681.41,403.56,0.18601
1712,105038,105035,105070,105075,1050.38,450.38,recovery,678,408,0.17269,681.27,403.51,0.18577
1713,105106,105102,105138,105143,1051.058,451.058,recovery,678,408,0.2206,681.22,403.8,0.18666
1714,105174,105171,105206,105211,1051.742,451.742,recovery,684,400,0.18965,681.46,403.61,0.18795
1715,105243,105239,105275,105280,1052.426,452.426,recovery,684,406,0.13169,681.95,403.46,0.18998
1716,105310,105307,105343,105348,1053.104,453.104,recovery,678,410,0.13941,682.59,404.15,0.19106
1717,105379,105376,105411,105414,1053.79,453.79,recovery,686,384,0.19522,682.93,403.9,0.19207
1718,105448,105445,105481,105487,1054.484,454.484,recovery,694,416,0.16197,683.37,403.61,0.19342
1719,105517,105514,105551,105555,1055.172,455.172,recovery,688,412,0.12495,683.95,403.85,0.19214
1720,105586,105582,105618,105624,1055.86,455.86,recovery,688,416,0.23168,684.34,404.44,0.19285
1721,105655,105652,105687,105691,1056.554,456.554,recovery,694,392,0.15774,684.73,404.68,0.19233
1722,105726,105722,105758,105763,1057.256,457.256,recovery,702,406,0.23891,685.07,404.15,0.19221
1723,105796,105793,105828,105831,1057.962,457.962,recovery,706,386,0.21344,685.27,403.71,0.19238
1724,105868,105864,105899,105905,1058.678,458.678,recovery,716,408,0.21999,685.17,404,0.19192
1725,105939,105935,105971,105976,1059.388,459.388,recovery,710,402,0.2011,684.88,403.07,0.18995
1726,106008,106005,106040,106046,1060.08,460.08,recovery,692,418,0.19759,684.1,402.68,0.1902
1727,106077,106073,106109,106114,1060.766,460.766,recovery,686,412,0.20837,683.32,403.27,0.19068
1728,106145,106141,106176,106180,1061.448,461.448,recovery,682,388,0.22958,682.59,403.41,0.19015
1729,106212,106209,106244,106249,1062.124,462.124,recovery,676,398,0.13396,681.76,402.93,0.19071
1730,106280,106276,106311,106317,1062.796,462.796,recovery,672,410,0.19683,681.12,402.49,0.18992
1731,106346,106343,106378,106383,1063.462,463.462,recovery,666,404,0.20767,680.39,402.73,0.19154
1732,106413,106410,106445,106449,1064.134,464.134,recovery,672,390,0.17942,680.05,402.44,0.19236
1733,106481,106478,106513,106518,1064.81,464.81,recovery,676,402,0.20756,679.9,402.15,0.19242
1734,106550,106546,106581,106588,1065.498,465.498,recovery,688,420,0.19038,679.9,401.95,0.19178
1735,106619,106616,106650,106655,1066.194,466.194,recovery,696,386,0.247,679.9,401.41,0.1902
1736,106689,106686,106720,106728,1066.894,466.894,recovery,700,418,0.28286,679.9,401.32,0.19016
1737,106759,106756,106791,106795,1067.59,467.59,recovery,696,396,0.24788,680.05,401.17,0.19079
1738,106828,106825,106859,106865,1068.282,468.282,recovery,692,406,0.25114,680.15,401.85,0.1905
1739,106897,106894,106928,106934,1068.968,468.968,recovery,686,406,0.15852,680.1,401.37,0.19052
1740,106964,106961,106996,107002,1069.642,469.642,recovery,674,416,0.18012,680.34,401.02,0.19174
1741,107031,107027,107062,107068,1070.308,470.308,recovery,666,402,0.17712,680.39,401.02,0.18977
1742,107098,107094,107130,107134,1070.976,470.976,recovery,668,398,0.16718,680.34,401.51,0.19037
1743,107164,107161,107195,107202,1071.642,471.642,recovery,666,410,0.1891,680.2,401.27,0.18849
1744,107231,107227,107262,107268,1072.306,472.306,recovery,664,408,0.20882,680.05,402.39,0.188
1745,107297,107294,107330,107332,1072.972,472.972,recovery,666,386,0.15298,679.66,402.78,0.18651
1746,107363,107359,107395,107398,1073.628,473.628,recovery,656,388,0.14268,679.27,402.83,0.18452
1747,107428,107425,107460,107465,1074.28,474.28,recovery,652,408,0.17234,679.12,402.29,0.18426
1748,107494,107490,107526,107531,1074.938,474.938,recovery,658,406,0.17732,679.37,402.24,0.1838
1749,107560,107556,107592,107595,1075.598,475.598,recovery,660,386,0.2155,679.66,402.39,0.18233
1750,107626,107623,107658,107663,1076.262,476.262,recovery,664,398,0.17093,680.15,402.34,0.18378
1751,107692,107689,107724,107729,1076.92,476.92,recovery,658,400,0.2076,680.93,402.54,0.1825
1752,107758,107755,107790,107794,1077.584,477.584,recovery,664,386,0.18734,681.66,402.24,0.18209
1753,107826,107822,107857,107862,1078.256,478.256,recovery,672,396,0.1752,682.24,402.78,0.18261
1754,107893,107890,107926,107930,1078.934,478.934,recovery,678,400,0.1944,682.83,402.98,0.18201
1755,107962,107958,107994,107996,1079.618,479.618,recovery,684,378,0.12457,683.12,402.44,0.18171
1756,108030,108027,108063,108067,1080.302,480.302,recovery,684,402,0.13021,683.27,402.78,0.17866
1757,108099,108095,108130,108135,1080.986,480.986,recovery,684,404,0.16537,683.27,401.95,0.17487
1758,108168,108164,108200,108205,1081.676,481.676,recovery,690,412,0.18329,683.41,402.29,0.17287
1759,108237,108233,108269,108273,1082.368,482.368,recovery,692,396,0.16282,683.8,401.76,0.16978
1760,108307,108303,108339,108343,1083.066,483.066,recovery,698,398,0.17491,684.24,401.8,0.16981
1761,108376,108372,108408,108414,1083.756,483.756,recovery,690,416,0.15062,684.88,400.98,0.17029
1762,108445,108441,108477,108483,1084.448,484.448,recovery,692,412,0.18234,685.9,401.17,0.1704
1763,108514,108511,108546,108551,1085.144,485.144,recovery,696,396,0.16194,686.83,401.07,0.17008
1764,108584,108581,108616,108624,1085.844,485.844,recovery,700,432,0.19337,687.61,400.54,0.16936
1765,108654,108651,108687,108693,1086.544,486.544,recovery,700,424,0.15901,688.29,400.34,0.16794
1766,108724,108720,108756,108761,1087.238,487.238,recovery,694,404,0.11951,689.02,400.83,0.16909
1767,108792,108789,108824,108829,1087.924,487.924,recovery,686,396,0.18677,689.95,400.93,0.17012
1768,108862,108859,108894,108900,1088.62,488.62,recovery,696,410,0.18958,691.12,401.61,0.169
1769,108931,108928,108964,108968,1089.314,489.314,recovery,694,394,0.16927,692.1,400.93,0.16746
1770,109001,108998,109033,109037,1090.01,490.01,recovery,696,396,0.19347,692.93,401.56,0.16625
1771,109071,109068,109105,109110,1090.714,490.714,recovery,704,418,0.1444,693.9,402.2,0.16572
1772,109141,109138,109173,109177,1091.41,491.41,recovery,696,392,0.19092,695.02,402.15,0.1657
1773,109211,109207,109243,109248,1092.106,492.106,recovery,696,412,0.2005,696.1,402.34,0.16629
1774,109281,109277,109312,109318,1092.806,492.806,recovery,700,410,0.18291,697.07,402.83,0.16626
1775,109351,109347,109382,109387,1093.506,493.506,recovery,700,398,0.17817,697.61,402.78,0.16621
1776,109421,109417,109453,109457,1094.208,494.208,recovery,702,400,0.12199,698.1,403.02,0.16809
1777,109491,109487,109524,109526,1094.908,494.908,recovery,700,384,0.1276,698.59,402.73,0.16952
1778,109561,109558,109593,109599,1095.61,495.61,recovery,702,410,0.16579,698.83,403.12,0.16954
1779,109632,109628,109664,109667,1096.318,496.318,recovery,708,384,0.12464,698.73,402.88,0.16812
1780,109702,109699,109735,109740,1097.022,497.022,recovery,704,408,0.15949,698.44,403.17,0.16841
1781,109772,109769,109804,109807,1097.722,497.722,recovery,700,382,0.20001,698.1,403.66,0.16867
1782,109843,109840,109875,109881,1098.43,498.43,recovery,708,410,0.1817,697.95,403.76,0.16913
1783,109914,109910,109946,109950,1099.136,499.136,recovery,706,394,0.1539,697.85,403.12,0.16953
1784,109983,109980,110016,110019,1099.834,499.834,recovery,698,388,0.15966,697.9,403.71,0.16937
1785,110053,110049,110085,110089,1100.526,500.526,recovery,692,400,0.15059,697.71,403.02,0.16833
1786,110122,110119,110154,110159,1101.222,501.222,recovery,696,406,0.20006,697.61,402.54,0.16925
1787,110192,110188,110223,110227,1101.916,501.916,recovery,694,392,0.18499,697.95,403.32,0.17048
1788,110262,110258,110294,110302,1102.616,502.616,recovery,700,436,0.12645,698.59,403.61,0.17005
1789,110331,110328,110363,110366,1103.314,503.314,recovery,698,378,0.11422,699.37,403.17,0.17002
1790,110401,110397,110433,110439,1104.008,504.008,recovery,694,412,0.1656,700.29,403.95,0.16906
1791,110471,110468,110504,110510,1104.712,504.712,recovery,704,424,0.14924,701.17,404.68,0.16924
1792,110542,110538,110573,110578,1105.416,505.416,recovery,704,398,0.20704,701.71,405.12,0.17114
1793,110612,110609,110644,110648,1106.124,506.124,recovery,708,394,0.21123,702.63,405.17,0.16948
1794,110684,110680,110716,110722,1106.836,506.836,recovery,712,416,0.17411,703.61,404.98,0.16827
