beat_idx,r_sample_100hz,qrson_sample_100hz,tpeak_sample_100hz,toff_sample_100hz,t_s,t_rel_peak_s,phase,rr_ms,qt_ms,tamp_mv,rr_ms_smooth,qt_ms_smooth,tamp_mv_smooth
1231,74434,74430,74459,74464,744.338,144.338,recovery,540,336,0.34258,541.85,327.66,0.43123
1232,74488,74485,74513,74517,744.882,144.882,recovery,544,326,0.37265,542.68,328.15,0.43262
1233,74543,74540,74568,74571,745.428,145.428,recovery,546,318,0.42509,543.51,328.24,0.43285
1234,74598,74595,74623,74627,745.978,145.978,recovery,550,320,0.52008,544.29,328.15,0.42779
1235,74653,74650,74678,74684,746.532,146.532,recovery,554,336,0.48318,545.12,328.59,0.42265
1236,74709,74706,74733,74737,747.09,147.09,recovery,558,314,0.45961,546.05,329.17,0.42565
1237,74765,74762,74789,74793,747.648,147.648,recovery,558,318,0.39362,547.07,328.98,0.42496
1238,74820,74817,74846,74850,748.204,148.204,recovery,556,330,0.37837,548.05,328.73,0.4242
1239,74876,74873,74901,74905,748.758,148.758,recovery,554,326,0.42897,549.37,328.93,0.42386
1240,74931,74928,74956,74961,749.314,149.314,recovery,556,332,0.44121,550.83,329.66,0.42583
1241,74987,74984,75011,75018,749.868,149.868,recovery,554,342,0.39541,552.2,329.56,0.42574
1242,75042,75039,75067,75072,750.424,150.424,recovery,556,328,0.41059,553.37,329.51,0.42557
1243,75098,75094,75124,75126,750.978,150.978,recovery,554,316,0.35461,554.39,329.71,0.42729
1244,75154,75151,75179,75182,751.536,151.536,recovery,558,312,0.42664,555.41,330.05,0.42667
1245,75210,75206,75235,75241,752.098,152.098,recovery,562,342,0.50613,556.15,329.46,0.42719
1246,75266,75263,75290,75296,752.658,152.658,recovery,560,332,0.49361,556.73,329.51,0.43035
1247,75322,75319,75347,75353,753.224,153.224,recovery,566,338,0.41612,557.27,330.1,0.43092
1248,75379,75375,75404,75411,753.786,153.786,recovery,562,352,0.4471,557.71,330.73,0.43138
1249,75435,75431,75460,75463,754.346,154.346,recovery,560,320,0.3516,558.15,331.27,0.43188
1250,75490,75487,75516,75521,754.904,154.904,recovery,558,338,0.43405,558.54,331.22,0.43422
1251,75546,75544,75571,75577,755.464,155.464,recovery,560,326,0.42268,559.02,331.85,0.43548
1252,75602,75599,75627,75633,756.024,156.024,recovery,560,340,0.50381,559.61,332.05,0.43707
1253,75658,75655,75683,75689,756.584,156.584,recovery,560,334,0.47799,560.05,332.05,0.43741
1254,75714,75711,75739,75743,757.144,157.144,recovery,560,322,0.36955,560.54,332.39,0.43753
1255,75771,75767,75796,75800,757.706,157.706,recovery,562,330,0.38814,561.02,333.22,0.43579
1256,75827,75824,75852,75857,758.27,158.27,recovery,564,324,0.43406,561.37,333.66,0.43609
1257,75884,75881,75909,75915,758.84,158.84,recovery,570,338,0.39719,561.66,334.29,0.43614
1258,75941,75938,75966,75971,759.408,159.408,recovery,568,336,0.48006,561.9,334.29,0.43759
1259,75998,75995,76023,76029,759.984,159.984,recovery,576,342,0.48876,562.1,334.54,0.44074
1260,76056,76053,76080,76088,760.562,160.562,recovery,578,352,0.49876,562.39,335.12,0.44151
1261,76113,76110,76138,76143,761.134,161.134,recovery,572,328,0.34136,562.63,335.41,0.44185
1262,76170,76167,76195,76198,761.702,161.702,recovery,568,316,0.36653,562.88,335.22,0.44301
1263,76227,76223,76252,76257,762.266,162.266,recovery,564,334,0.46845,563.22,335.71,0.44519
1264,76283,76280,76308,76316,762.83,162.83,recovery,564,358,0.47427,563.71,336.88,0.44789
1265,76339,76336,76364,76369,763.388,163.388,recovery,558,332,0.49094,564.1,338.1,0.44821
1266,76394,76391,76419,76423,763.942,163.942,recovery,554,320,0.45195,564.39,338,0.44625
1267,76449,76446,76474,76480,764.494,164.494,recovery,552,340,0.38538,564.78,338.15,0.44644
1268,76505,76501,76529,76536,765.046,165.046,recovery,552,348,0.46391,564.98,338.54,0.4469
1269,76560,76557,76585,76591,765.602,165.602,recovery,556,342,0.45836,565.27,338.44,0.44713
1270,76616,76612,76640,76646,766.158,166.158,recovery,556,336,0.51979,565.61,339.02,0.44908
1271,76672,76669,76696,76702,766.718,166.718,recovery,560,332,0.49165,566,339.56,0.44861
1272,76728,76726,76753,76760,767.282,167.282,recovery,564,344,0.40775,566.29,339.9,0.44848
1273,76784,76781,76810,76814,767.844,167.844,recovery,562,326,0.38632,566.63,340.15,0.44632
1274,76841,76838,76866,76871,768.41,168.41,recovery,566,332,0.42996,566.98,340.29,0.44768
1275,76898,76895,76923,76930,768.98,168.98,recovery,570,354,0.44885,567.32,340.98,0.45036
1276,76955,76952,76979,76987,769.548,169.548,recovery,568,354,0.49546,567.66,340.93,0.45188
1277,77012,77009,77037,77043,770.118,170.118,recovery,570,340,0.46194,567.9,341.17,0.45091
1278,77069,77066,77094,77098,770.686,170.686,recovery,568,318,0.45294,568.05,341.51,0.45278
1279,77125,77122,77150,77156,771.25,171.25,recovery,564,340,0.50747,568.1,341.8,0.45276
1280,77182,77178,77207,77213,771.816,171.816,recovery,566,350,0.46047,567.85,342.34,0.4521
1281,77238,77235,77263,77269,772.382,172.382,recovery,566,344,0.45508,567.41,341.9,0.44929
1282,77295,77292,77320,77325,772.946,172.946,recovery,564,334,NaN,567.07,342.15,0.45543
1283,77352,77348,77376,77383,773.516,173.516,recovery,570,348,0.49805,566.54,343.12,0.46021
1284,77409,77406,77434,77442,774.09,174.09,recovery,574,364,0.46232,566.24,343.17,0.45974
1285,77466,77463,77492,77499,774.664,174.664,recovery,574,362,0.43943,565.95,342.88,0.46129
1286,77524,77520,77550,77554,775.238,175.238,recovery,574,338,0.42778,565.8,343.17,0.45908
1287,77581,77578,77607,77612,775.814,175.814,recovery,576,338,0.50143,565.8,343.56,0.45747
1288,77639,77635,77664,77671,776.388,176.388,recovery,574,354,0.43454,565.95,343.56,0.45757
1289,77696,77693,77721,77728,776.962,176.962,recovery,574,348,0.45632,566.2,343.71,0.45634
1290,77754,77750,77778,77785,777.536,177.536,recovery,574,344,0.4295,566.39,343.95,0.45681
1291,77811,77808,77836,77844,778.11,178.11,recovery,574,360,0.41498,566.73,344.24,0.45389
1292,77868,77865,77894,77899,778.682,178.682,recovery,572,340,0.41763,567.02,344.44,0.45043
1293,77926,77922,77951,77957,779.256,179.256,recovery,574,350,0.41734,567.27,344.88,0.45033
1294,77983,77980,78008,78014,779.83,179.83,recovery,574,340,0.53241,567.66,345.76,0.45036
1295,78040,78037,78065,78072,780.404,180.404,recovery,574,350,0.47683,568,345.95,0.44835
1296,78098,78095,78123,78128,780.98,180.98,recovery,576,328,0.44899,568.34,345.46,0.44798
1297,78155,78152,78181,78186,781.554,181.554,recovery,574,334,0.3951,568.68,345.41,0.44408
1298,78213,78210,78239,78245,782.13,182.13,recovery,576,352,0.47232,568.98,344.83,0.44545
1299,78270,78267,78295,78301,782.7,182.7,recovery,570,348,0.47906,569.27,345.22,0.44431
1300,78327,78323,78352,78360,783.266,183.266,recovery,566,364,0.46226,569.61,345.61,0.44156
1301,78383,78380,78408,78413,783.826,183.826,recovery,560,334,0.38659,569.8,345.46,0.43892
1302,78438,78435,78466,78469,784.384,184.384,recovery,558,338,0.58696,570,345.41,0.4377
1303,78493,78490,78518,78526,784.93,184.93,recovery,546,356,0.55757,570.34,346,0.43629
1304,78548,78545,78573,78578,785.482,185.482,recovery,552,336,0.44953,570.59,346,0.43277
1305,78603,78600,78628,78635,786.034,186.034,recovery,552,346,0.53645,570.98,345.32,0.43257
1306,78659,78656,78683,78690,786.586,186.586,recovery,552,344,0.40253,571.41,345.37,0.43182
1307,78714,78711,78740,78744,787.14,187.14,recovery,554,336,0.38763,572.05,345.46,0.43365
1308,78770,78767,78796,78801,787.698,187.698,recovery,558,340,0.38928,572.59,345.95,0.43515
1309,78826,78823,78851,78858,788.26,188.26,recovery,562,354,0.41484,573.07,346.05,0.43322
1310,78882,78879,78908,78914,788.824,188.824,recovery,564,352,0.47693,573.46,346.2,0.43136
1311,78939,78936,78965,78971,789.394,189.394,recovery,570,348,0.40328,573.85,346.29,0.43026
1312,78997,78993,79022,79027,789.966,189.966,recovery,572,340,0.35318,574.2,346,0.43009
1313,79054,79051,79080,79087,790.54,190.54,recovery,574,362,0.4036,574.63,346.34,0.43124
1314,79112,79108,79137,79145,791.118,191.118,recovery,578,362,0.38773,575.17,346.34,0.43262
1315,79170,79167,79196,79201,791.698,191.698,recovery,580,340,0.34958,575.8,347.12,0.42847
1316,79228,79225,79254,79258,792.282,192.282,recovery,584,334,0.43387,576.34,346.78,0.4239
1317,79286,79284,79312,79319,792.864,192.864,recovery,582,352,0.33958,576.73,346.73,0.42327
1318,79345,79342,79371,79374,793.446,193.446,recovery,582,316,0.51649,577.27,347.41,0.42205
1319,79403,79399,79428,79433,794.026,194.026,recovery,580,334,0.40732,578,347.76,0.42038
1320,79460,79457,79486,79493,794.604,194.604,recovery,578,356,0.39753,578.88,347.8,0.41906
1321,79518,79514,79544,79549,795.178,195.178,recovery,574,344,0.35499,580.05,347.41,0.4181
1322,79575,79572,79602,79606,795.752,195.752,recovery,574,342,0.40627,581.41,347.56,0.41668
1323,79633,79630,79659,79665,796.33,196.33,recovery,578,358,0.38005,582.68,348.1,0.41175
1324,79691,79688,79717,79723,796.91,196.91,recovery,580,348,0.35367,584.24,348.2,0.40826
1325,79750,79747,79776,79781,797.5,197.5,recovery,590,336,0.45387,585.61,347.9,0.40789
1326,79809,79806,79835,79842,798.092,198.092,recovery,592,364,0.40896,586.93,348.24,0.40544
1327,79869,79866,79895,79900,798.692,198.692,recovery,600,342,0.5027,588.15,347.9,0.4063
1328,79929,79926,79954,79962,799.29,199.29,recovery,598,358,0.56282,589.22,348.24,0.40554
1329,79988,79985,80014,80021,799.884,199.884,recovery,594,358,0.35564,590.2,348.59,0.40492
1330,80047,80044,80074,80080,800.474,200.474,recovery,590,354,0.38,591.07,348.39,0.40433
1331,80106,80103,80133,80138,801.064,201.064,recovery,590,348,0.38423,591.85,348.1,0.40492
1332,80165,80163,80191,80197,801.652,201.652,recovery,588,348,0.40787,592.59,348.93,0.40604
1333,80224,80221,80250,80256,802.242,202.242,recovery,590,354,0.465,593.17,348.83,0.40537
1334,80284,80281,80310,80316,802.838,202.838,recovery,596,350,0.47383,593.71,348.39,0.40326
1335,80344,80341,80370,80378,803.438,203.438,recovery,600,372,0.36213,594.15,348.24,0.40386
1336,80403,80400,80429,80434,804.034,204.034,recovery,596,336,0.28957,594.59,348.73,0.40502
1337,80463,80459,80489,80492,804.626,204.626,recovery,592,326,NaN,594.98,348.98,0.40381
1338,80522,80519,80549,80555,805.222,205.222,recovery,596,362,0.34629,595.41,349.27,0.40677
1339,80583,80579,80609,80616,805.828,205.828,recovery,606,366,0.40531,595.85,350.34,0.40237
1340,80643,80640,80669,80675,806.434,206.434,recovery,606,350,0.42632,596.39,350.83,0.40088
1341,80705,80701,80731,80736,807.048,207.048,recovery,614,348,0.4238,596.93,350.93,0.40044
1342,80766,80763,80794,80797,807.664,207.664,recovery,616,340,0.32991,597.61,351.12,0.40308
1343,80827,80824,80854,80860,808.274,208.274,recovery,610,360,0.38977,598.34,351.41,0.40612
1344,80888,80885,80915,80921,808.884,208.884,recovery,610,360,0.4182,599.02,351.07,0.40633
1345,80949,80947,80975,80979,809.492,209.492,recovery,608,324,0.43439,599.66,351.12,0.40674
1346,81010,81006,81036,81042,810.098,210.098,recovery,606,360,0.4386,600.1,351.71,0.40675
1347,81070,81067,81096,81100,810.7,210.7,recovery,602,330,0.43692,600.49,351.51,0.40817
1348,81130,81126,81157,81161,811.298,211.298,recovery,598,350,0.35723,600.63,351.95,0.40571
1349,81190,81186,81216,81222,811.896,211.896,recovery,598,354,0.36455,600.78,352,0.39878
1350,81249,81246,81276,81281,812.494,212.494,recovery,598,346,0.39107,600.98,351.85,0.39943
1351,81309,81306,81335,81340,813.09,213.09,recovery,596,340,0.50075,601.37,352.05,0.40043
1352,81369,81366,81395,81404,813.69,213.69,recovery,600,382,0.44788,601.76,352.05,0.39915
1353,81429,81425,81455,81459,814.286,214.286,recovery,596,336,0.32635,602.34,352.88,0.39505
1354,81488,81485,81515,81519,814.882,214.882,recovery,596,344,0.31923,602.78,352.73,0.39248
1355,81548,81544,81575,81580,815.478,215.478,recovery,596,356,0.41165,603.17,352.88,0.39034
1356,81608,81604,81634,81640,816.076,216.076,recovery,598,360,0.39621,603.51,352.78,0.3914
1357,81668,81664,81694,81699,816.676,216.676,recovery,600,344,0.38537,604,352.93,0.3931
1358,81728,81725,81754,81761,817.276,217.276,recovery,600,364,0.45793,604.73,353.85,0.39381
1359,81788,81784,81814,81820,817.876,217.876,recovery,600,360,0.34041,605.56,353.71,0.39552
1360,81848,81844,81874,81880,818.478,218.478,recovery,602,354,0.34791,606.15,353.66,0.39498
1361,81908,81904,81935,81940,819.078,219.078,recovery,600,360,0.37978,606.73,354.24,0.39455
1362,81968,81965,81995,82000,819.68,219.68,recovery,602,352,0.46058,607.07,354.63,0.39505
1363,82028,82025,82055,82061,820.284,220.284,recovery,604,354,0.52789,607.32,355.07,0.39828
1364,82089,82086,82115,82120,820.89,220.89,recovery,606,344,0.38856,607.66,355.66,0.39941
1365,82150,82146,82176,82181,821.496,221.496,recovery,606,350,0.37018,607.85,355.51,0.39742
1366,82210,82208,82236,82244,822.104,222.104,recovery,608,360,0.45401,608,356.44,0.39358
1367,82271,82268,82297,82304,822.712,222.712,recovery,608,356,0.4661,608.2,356.68,0.39139
1368,82332,82329,82358,82365,823.318,223.318,recovery,606,360,0.40399,608.59,357.46,0.39014
1369,82392,82389,82419,82425,823.922,223.922,recovery,604,360,0.28586,609.22,358.1,0.39031
1370,82452,82449,82479,82484,824.524,224.524,recovery,602,352,0.38167,609.95,358.2,0.38917
1371,82513,82510,82540,82546,825.13,225.13,recovery,606,362,0.41985,610.73,358.39,0.38559
1372,82574,82570,82601,82605,825.736,225.736,recovery,606,348,0.333,611.41,359.32,0.38356
1373,82635,82631,82662,82670,826.348,226.348,recovery,612,382,0.24407,612.15,358.98,0.38117
1374,82696,82692,82722,82727,826.956,226.956,recovery,608,348,0.36225,612.88,359.41,0.38407
1375,82757,82754,82784,82789,827.568,227.568,recovery,612,356,0.38795,613.61,360,0.38428
1376,82818,82815,82845,82852,828.182,228.182,recovery,614,368,0.40479,614.49,360.05,0.37822
1377,82880,82877,82907,82911,828.798,228.798,recovery,616,342,0.35754,615.02,359.37,0.37704
1378,82942,82939,82969,82975,829.42,229.42,recovery,622,364,0.42191,615.56,360.1,0.37577
1379,83005,83002,83032,83037,830.05,230.05,recovery,630,356,0.41675,615.95,360.34,0.37247
1380,83068,83065,83094,83101,830.68,230.68,recovery,630,364,0.38294,616.2,360.1,0.37193
1381,83131,83128,83158,83165,831.31,231.31,recovery,630,374,0.40868,616.29,360.2,0.37194
1382,83194,83190,83220,83227,831.938,231.938,recovery,628,364,0.44447,616.39,360.24,0.37258
1383,83256,83253,83283,83289,832.564,232.564,recovery,626,358,0.46222,616.44,360.88,0.37035
1384,83319,83315,83345,83354,833.188,233.188,recovery,624,384,0.43602,616.54,360.98,0.36629
1385,83381,83377,83408,83413,833.806,233.806,recovery,618,354,0.33684,616.68,361.32,0.36657
1386,83442,83438,83469,83475,834.42,234.42,recovery,614,362,0.27661,616.93,361.56,0.36661
1387,83503,83500,83531,83537,835.034,235.034,recovery,614,370,0.34897,617.07,361.8,0.36329
1388,83565,83562,83592,83598,835.652,235.652,recovery,618,362,0.3859,617.17,361.46,0.35762
1389,83628,83624,83655,83662,836.276,236.276,recovery,624,376,0.36409,617.22,361.56,0.35553
1390,83690,83687,83717,83723,836.904,236.904,recovery,628,358,0.31784,617.37,361.66,0.35582
1391,83753,83750,83781,83785,837.534,237.534,recovery,630,354,0.24417,617.56,361.95,0.35461
1392,83816,83812,83844,83850,838.158,238.158,recovery,624,378,0.41758,617.85,362.2,0.35363
1393,83879,83875,83907,83912,838.788,238.788,recovery,630,368,0.3499,618.2,362.54,0.35324
1394,83941,83938,83968,83973,839.414,239.414,recovery,626,354,0.44508,618.39,361.8,0.35279
1395,84004,84001,84032,84038,840.04,240.04,recovery,626,368,0.32804,618.73,362.2,0.35018
1396,84067,84064,84094,84100,840.672,240.672,recovery,632,358,0.16302,619.12,362.39,0.3483
1397,84129,84127,84157,84160,841.292,241.292,recovery,620,332,0.34807,619.66,362.59,0.34626
1398,84191,84188,84218,84226,841.914,241.914,recovery,622,374,0.333,620.39,363.22,0.3451
1399,84253,84249,84280,84286,842.53,242.53,recovery,616,374,0.32269,621.12,363.02,0.34216
1400,84314,84311,84342,84346,843.14,243.14,recovery,610,350,0.31843,621.51,362.98,0.33853
1401,84375,84371,84402,84407,843.746,243.746,recovery,606,358,0.34832,621.8,362.88,0.33546
1402,84435,84432,84463,84468,844.35,244.35,recovery,604,362,0.40615,622.1,363.07,0.33367
1403,84495,84492,84523,84530,844.954,244.954,recovery,604,378,0.36912,622.39,363.41,0.33184
1404,84556,84553,84583,84589,845.562,245.562,recovery,608,358,0.36138,622.78,364,0.32978
1405,84617,84614,84645,84650,846.174,246.174,recovery,612,358,0.39984,623.32,364.24,0.3293
1406,84679,84676,84706,84712,846.79,246.79,recovery,616,360,0.37192,623.85,364.93,0.32813
1407,84740,84737,84768,84774,847.404,247.404,recovery,614,370,0.31779,624.49,365.17,0.33047
1408,84802,84798,84830,84832,848.016,248.016,recovery,612,342,0.23372,625.17,365.22,0.32923
1409,84862,84859,84891,84895,848.624,248.624,recovery,608,364,0.31844,625.8,365.37,0.32857
1410,84923,84920,84951,84956,849.234,249.234,recovery,610,364,0.29748,626.54,365.27,0.32791
1411,84984,84981,85012,85018,849.844,249.844,recovery,610,364,0.33209,627.12,365.41,0.3261
1412,85046,85043,85074,85081,850.462,250.462,recovery,618,372,0.37968,627.51,365.76,0.32571
1413,85108,85105,85136,85141,851.082,251.082,recovery,620,362,0.31712,628.05,365.76,0.32372
1414,85170,85167,85199,85202,851.702,251.702,recovery,620,352,0.22573,628.39,365.66,0.32308
1415,85232,85229,85260,85265,852.324,252.324,recovery,622,364,0.25529,628.78,365.95,0.31994
1416,85295,85292,85323,85328,852.952,252.952,recovery,628,364,0.31084,629.02,365.51,0.31768
1417,85359,85355,85387,85393,853.588,253.588,recovery,636,376,0.3209,629.02,365.66,0.31982
1418,85423,85420,85451,85457,854.234,254.234,recovery,646,368,0.3099,629.37,366.78,0.31802
1419,85489,85485,85516,85521,854.886,254.886,recovery,652,356,0.30148,629.61,366.88,0.31804
1420,85553,85550,85581,85585,855.532,255.532,recovery,646,354,0.26802,630.05,366.63,0.31754
1421,85617,85614,85646,85650,856.174,256.174,recovery,642,360,0.25723,630.59,366.73,0.31725
1422,85682,85678,85710,85716,856.816,256.816,recovery,642,382,0.33513,631.17,367.12,0.31572
1423,85746,85742,85773,85780,857.456,257.456,recovery,640,378,0.36955,631.95,367.27,0.31244
1424,85810,85807,85838,85845,858.098,258.098,recovery,642,382,0.37758,632.83,367.12,0.3102
1425,85874,85871,85903,85910,858.744,258.744,recovery,646,394,0.4163,633.61,367.71,0.30647
1426,85938,85935,85967,85973,859.384,259.384,recovery,640,382,0.28883,634.2,368.05,0.30271
1427,86002,85999,86030,86036,860.024,260.024,recovery,640,372,0.37259,634.63,368.44,0.30076
1428,86067,86063,86095,86100,860.666,260.666,recovery,642,372,0.29812,635.27,368.39,0.30077
1429,86131,86128,86159,86165,861.31,261.31,recovery,644,368,0.35878,635.9,369.66,0.30197
1430,86196,86193,86224,86230,861.964,261.964,recovery,654,372,0.337,636.39,369.8,0.30068
1431,86262,86258,86290,86295,862.616,262.616,recovery,652,364,0.24367,636.88,369.8,0.29978
1432,86326,86323,86355,86360,863.262,263.262,recovery,646,368,0.22847,637.37,370.29,0.29948
1433,86391,86387,86419,86425,863.908,263.908,recovery,646,378,0.33565,637.61,369.9,0.2984
1434,86455,86452,86483,86488,864.552,264.552,recovery,644,364,0.32381,637.8,370.34,0.29907
1435,86519,86516,86548,86553,865.194,265.194,recovery,642,366,0.31637,638.1,370.73,0.30149
1436,86583,86580,86611,86615,865.83,265.83,recovery,636,350,0.23552,638.39,371.46,0.30329
1437,86646,86643,86675,86679,866.462,266.462,recovery,632,364,0.25052,638.59,372.1,0.30221
1438,86710,86706,86738,86744,867.096,267.096,recovery,634,378,0.27443,638.63,371.61,0.30268
1439,86773,86769,86801,86807,867.728,267.728,recovery,632,378,0.33369,638.59,371.61,0.30326
1440,86836,86833,86864,86869,868.362,268.362,recovery,634,364,0.30243,638.49,372.2,0.30186
1441,86899,86896,86928,86931,868.994,268.994,recovery,632,354,0.30651,638.49,372.49,0.30262
1442,86962,86959,86991,86996,869.624,269.624,recovery,630,374,0.28554,638.83,372.39,0.30354
1443,87026,87023,87055,87059,870.26,270.26,recovery,636,368,0.27167,639.12,372,0.30345
1444,87090,87087,87118,87124,870.9,270.9,recovery,640,372,0.27719,639.61,371.85,0.30456
1445,87154,87151,87182,87189,871.54,271.54,recovery,640,382,0.20859,639.95,371.71,0.30391
1446,87218,87214,87246,87251,872.176,272.176,recovery,636,372,0.24533,639.95,371.02,0.30155
1447,87281,87278,87309,87315,872.81,272.81,recovery,634,376,0.29227,640,371.12,0.30192
1448,87345,87342,87373,87378,873.45,273.45,recovery,640,368,0.31791,639.9,371.02,0.30172
1449,87409,87405,87437,87445,874.088,274.088,recovery,638,394,0.28295,639.56,371.12,0.30144
1450,87472,87468,87500,87505,874.716,274.716,recovery,628,370,0.26567,639.22,371.27,0.29963
1451,87535,87531,87563,87567,875.346,275.346,recovery,630,364,0.26044,638.73,370.98,0.2987
1452,87598,87594,87626,87633,875.976,275.976,recovery,630,384,0.32002,638.34,371.66,0.30017
1453,87660,87657,87688,87693,876.604,276.604,recovery,628,356,0.33551,637.95,372.1,0.3013
1454,87723,87720,87751,87758,877.232,277.232,recovery,628,380,0.34436,637.51,372.1,0.30141
1455,87786,87783,87815,87820,877.864,277.864,recovery,632,368,0.32499,637.17,372.2,0.30264
1456,87850,87846,87878,87886,878.498,278.498,recovery,634,394,0.32895,636.93,372.59,0.30208
1457,87913,87910,87942,87949,879.134,279.134,recovery,636,390,0.26676,636.68,373.9,0.30423
1458,87977,87974,88006,88009,879.772,279.772,recovery,638,356,0.34006,636.34,374.68,0.30674
1459,88042,88038,88070,88075,880.416,280.416,recovery,644,368,0.33363,635.85,374.83,0.30725
1460,88106,88103,88134,88141,881.064,281.064,recovery,648,380,0.24411,635.37,375.02,0.30767
1461,88171,88168,88200,88204,881.71,281.71,recovery,646,366,0.29923,634.83,375.37,0.30703
1462,88237,88233,88265,88269,882.366,282.366,recovery,656,356,0.29494,634.49,375.85,0.3071
1463,88302,88299,88330,88335,883.02,283.02,recovery,654,366,0.3315,634.29,375.8,0.30725
1464,88368,88365,88396,88402,883.68,283.68,recovery,660,372,0.4149,634.15,376.83,0.30696
1465,88434,88430,88461,88468,884.336,284.336,recovery,656,376,0.35114,634.1,377.46,0.30777
1466,88498,88495,88527,88532,884.982,284.982,recovery,646,366,0.31946,634.24,377.46,0.3078
1467,88562,88559,88591,88598,885.624,285.624,recovery,642,386,0.30403,634.39,377.76,0.30695
1468,88626,88623,88654,88659,886.26,286.26,recovery,636,368,0.36453,634.83,377.56,0.3062
1469,88689,88686,88717,88723,886.888,286.888,recovery,628,376,0.28634,635.17,377.95,0.30418
1470,88752,88749,88781,88786,887.518,287.518,recovery,630,374,0.28459,635.8,377.37,0.30433
1471,88815,88812,88844,88848,888.152,288.152,recovery,634,360,0.29896,636.98,377.95,0.30501
1472,88879,88876,88907,88915,888.788,288.788,recovery,636,392,0.30391,638.2,377.85,0.30584
1473,88942,88938,88970,88977,889.418,289.418,recovery,630,386,0.27507,639.51,377.41,0.30547
1474,89005,89001,89033,89039,890.046,290.046,recovery,628,378,0.3401,640.88,377.66,0.30417
1475,89068,89064,89096,89101,890.676,290.676,recovery,630,368,0.37427,641.95,377.12,0.30047
1476,89131,89127,89159,89166,891.308,291.308,recovery,632,382,0.29311,642.78,378,0.29746
1477,89193,89190,89222,89230,891.934,291.934,recovery,626,404,0.32367,643.37,377.9,0.29537
1478,89255,89252,89283,89291,892.552,292.552,recovery,618,396,0.35365,643.95,377.32,0.29509
1479,89317,89313,89345,89352,893.166,293.166,recovery,614,384,0.29511,644.59,377.85,0.29349
1480,89378,89375,89406,89414,893.778,293.778,recovery,612,386,0.35122,645.07,377.8,0.29089
1481,89439,89436,89468,89474,894.39,294.39,recovery,612,378,0.27604,645.32,377.76,0.29023
1482,89501,89497,89530,89535,895.008,295.008,recovery,618,374,0.30951,645.85,378.1,0.28793
1483,89563,89560,89592,89597,895.63,295.63,recovery,622,372,0.29157,646.2,378.29,0.28606
1484,89626,89623,89655,89664,896.26,296.26,recovery,630,410,0.25969,646.68,378.34,0.28368
1485,89690,89686,89719,89726,896.898,296.898,recovery,638,398,0.31028,647.22,378.24,0.27934
1486,89754,89751,89783,89789,897.544,297.544,recovery,646,382,0.20998,647.9,378.29,0.27742
1487,89819,89815,89848,89854,898.186,298.186,recovery,642,384,0.21062,648.78,379.17,0.277
1488,89884,89880,89913,89917,898.838,298.838,recovery,652,368,0.26124,649.85,379.02,0.276
1489,89949,89946,89978,89984,899.492,299.492,recovery,654,384,0.23546,650.93,379.17,0.27332
1490,90016,90012,90045,90049,900.156,300.156,recovery,664,370,0.28906,652.15,379.27,0.27167
1491,90083,90080,90112,90119,900.832,300.832,recovery,676,394,0.29328,653.02,379.37,0.26982
1492,90151,90148,90181,90184,901.512,301.512,recovery,680,360,0.29452,653.8,380.24,0.26812
1493,90220,90216,90249,90253,902.196,302.196,recovery,684,366,0.30508,654.59,379.76,0.2653
1494,90288,90285,90317,90321,902.88,302.88,recovery,684,366,0.28217,655.32,380,0.26272
1495,90355,90352,90385,90388,903.552,303.552,recovery,672,358,0.1926,655.95,380.05,0.25875
1496,90422,90418,90452,90459,904.218,304.218,recovery,666,404,0.2016,656.49,380.15,0.25438
1497,90488,90484,90517,90523,904.876,304.876,recovery,658,390,0.24325,657.22,379.8,0.25295
1498,90554,90550,90583,90587,905.536,305.536,recovery,660,366,0.2553,658.29,379.85,0.25155
1499,90620,90617,90649,90654,906.2,306.2,recovery,664,378,0.2743,659.9,380.34,0.24818
1500,90686,90683,90716,90720,906.864,306.864,recovery,664,366,0.22694,661.51,380.59,0.24715
1501,90752,90749,90782,90787,907.522,307.522,recovery,658,378,0.21723,662.98,380.59,0.24435
1502,90819,90816,90849,90854,908.19,308.19,recovery,668,380,0.20474,664.44,380.78,0.24351
1503,90886,90882,90916,90919,908.86,308.86,recovery,670,364,0.21835,665.76,381.37,0.24112
1504,90953,90950,90983,90987,909.534,309.534,recovery,674,368,0.23411,666.78,381.27,0.23797
1505,91022,91018,91051,91055,910.216,310.216,recovery,682,368,0.2367,667.41,380.88,0.23656
1506,91090,91087,91120,91124,910.9,310.9,recovery,684,378,0.27239,667.95,380.83,0.23292
1507,91158,91155,91188,91195,911.582,311.582,recovery,682,402,0.30243,668.29,380.93,0.23411
1508,91227,91223,91256,91261,912.268,312.268,recovery,686,380,0.26291,668.88,381.17,0.2343
1509,91295,91291,91324,91329,912.948,312.948,recovery,680,374,0.25483,669.17,381.22,0.23213
1510,91363,91359,91392,91397,913.626,313.626,recovery,678,380,0.21849,669.32,381.12,0.23119
1511,91429,91426,91459,91464,914.292,314.292,recovery,666,378,0.20879,669.27,381.32,0.23008
1512,91496,91493,91526,91532,914.958,314.958,recovery,666,396,0.22944,669.02,381.56,0.22821
1513,91563,91559,91592,91596,915.626,315.626,recovery,668,372,0.18819,668.73,382.1,0.22631
1514,91629,91625,91659,91665,916.286,316.286,recovery,660,396,0.16946,668.39,382.15,0.22355
